Marital status,Application mode,Application order,Course,Previous qualification,Previous qualification (grade),Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Daytime/evening attendance
single,1,1,Animation and Multimedia Design,Secondary education,141,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers",Armed Forces Professions,135.8,yes,no,no,yes,male,no,19,yes,0,0,0,0,0,0,0,0,0,0,0,0,15.5,2.8,-4.06,Dropout,daytime
single,17,4,Tourism,Secondary education,118,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",111.7,yes,no,no,yes,male,no,18,yes,0,6,12,3,11.66666667,0,0,6,12,1,12,0,12.4,0.5,1.79,Dropout,daytime
single,1,2,Journalism and Communication,Secondary education,142,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,132.9,yes,no,no,yes,male,no,18,yes,0,6,8,6,12.33333333,0,0,6,11,3,12.33333333,0,10.8,1.4,1.74,Graduate,daytime
single,17,3,Management,Secondary education,120,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",115.5,yes,no,yes,yes,male,no,18,yes,0,5,8,3,10.33333333,0,0,5,11,3,10.85714286,0,10.8,1.4,1.74,Dropout,daytime
single,18,4,Tourism,Secondary education,106,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",106,yes,no,no,yes,male,yes,21,yes,0,6,8,4,10.5,0,0,6,11,1,11,0,9.4,-0.8,-3.12,Dropout,daytime
single,17,4,Journalism and Communication,Secondary education,121,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,120.3,yes,no,yes,yes,male,yes,19,yes,0,6,6,6,13.66666667,0,0,6,6,6,13.33333333,0,8.9,1.4,3.51,Graduate,daytime
single,17,4,Nursing,Secondary education,150,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,130.8,no,no,no,yes,male,yes,22,yes,0,7,7,7,14.84285714,0,0,8,9,8,15.05555556,0,16.2,0.3,-0.92,Graduate,daytime
married,39,1,Social Service (evening attendance),Secondary education,120,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",117,no,no,no,yes,male,no,33,yes,0,6,8,6,12,0,0,6,6,6,11.66666667,0,10.8,1.4,1.74,Graduate,evening
single,1,6,Basic Education,Secondary education,114,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,110.2,yes,no,no,yes,male,no,20,yes,0,6,8,5,12.2,0,0,6,7,5,12.2,0,10.8,1.4,1.74,Dropout,daytime
single,39,1,Management (evening attendance),Higher education - bachelor's degree,140,Portuguese,Higher Education - Degree,Higher Education - Degree,Specialists in Intellectual and Scientific Activities ,Specialists in Intellectual and Scientific Activities ,155.7,yes,no,no,yes,male,no,35,yes,0,1,1,0,0,1,0,5,0,0,0,0,10.8,1.4,1.74,Dropout,evening
single,39,1,Agronomy,Higher education - master's,160,Portuguese,Higher Education - Degree,Higher Education - Degree,Administrative staff,Specialists in Intellectual and Scientific Activities ,180.4,no,no,yes,yes,male,no,24,yes,6,12,17,6,12.16666667,0,7,12,14,10,13.3,0,12.4,0.5,1.79,Dropout,daytime
single,17,1,Tourism,Secondary education,120,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,Administrative staff,125.5,no,no,no,yes,male,no,18,yes,0,5,6,5,12,0,0,5,8,3,11.33333333,0,12.7,3.7,-1.7,Enrolled,daytime
married,39,1,Social Service (evening attendance),Secondary education,130,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",110,yes,no,no,yes,female,no,33,yes,0,6,7,6,11,0,0,6,11,5,11,0,9.4,-0.8,-3.12,Graduate,evening
single,42,1,Nursing,Secondary education,160,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",161,yes,no,no,yes,female,yes,22,yes,0,8,8,7,13.08,0,0,8,8,7,13.08,0,10.8,1.4,1.74,Graduate,daytime
single,39,1,Advertising and Marketing Management,Secondary education,120,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",100,no,no,no,yes,female,yes,25,yes,0,5,7,4,10.5,0,0,5,7,5,11.6,0,9.4,-0.8,-3.12,Graduate,daytime
single,17,1,Communication Design,Secondary education,124,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative staff,Student,117.6,yes,no,no,yes,male,no,20,yes,0,6,9,6,10.66666667,1,0,6,6,5,11.2,0,7.6,2.6,0.32,Graduate,daytime
single,1,6,Management,Secondary education,143,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,128.7,yes,no,no,yes,male,no,23,yes,0,5,6,4,14,0,0,5,5,5,13.8,0,11.1,0.6,2.02,Enrolled,daytime
single,43,2,Informatics Engineering,Secondary education,115,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",112.2,yes,no,yes,yes,male,no,18,yes,0,5,9,2,10,0,0,5,9,0,0,0,15.5,2.8,-4.06,Enrolled,daytime
single,39,1,Nursing,Secondary education,133.1,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Armed Forces Professions,100.8,no,no,no,yes,male,no,24,yes,0,7,18,0,0,0,0,7,7,0,0,0,13.9,-0.3,0.79,Dropout,daytime
single,17,2,Journalism and Communication,Secondary education,133.1,Brazilian,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Unskilled Workers,105,yes,no,no,no,female,no,21,no,0,6,6,6,14,0,0,6,6,6,13.5,0,8.9,1.4,3.51,Graduate,daytime
single,15,1,Equinculture,Secondary education,133.1,Brazilian,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Administrative staff,100,no,no,no,yes,female,no,26,no,0,6,7,2,12,1,0,6,6,0,0,0,8.9,1.4,3.51,Dropout,daytime
married,39,1,Basic Education,11th year of schooling - not completed,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Unknown,Student,Student,115.5,no,no,no,yes,female,no,39,yes,0,6,12,3,12.66666667,0,0,6,14,0,0,1,7.6,2.6,0.32,Dropout,daytime
married,39,1,Social Service (evening attendance),Secondary education,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,114,no,no,no,yes,female,no,44,yes,2,8,11,8,11.875,0,0,6,7,6,12.33333333,0,12.7,3.7,-1.7,Graduate,evening
single,15,1,Informatics Engineering,Secondary education,130,Santomean,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Higher Education - Degree,Unskilled Workers,Specialists in Intellectual and Scientific Activities ,137,yes,no,no,yes,male,no,19,no,0,5,9,5,14,0,0,5,11,3,13.25,0,13.9,-0.3,0.79,Enrolled,daytime
single,1,5,Journalism and Communication,Secondary education,135,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",124.9,yes,no,no,yes,female,no,18,yes,0,6,6,6,13.66666667,0,0,6,6,6,13.33333333,0,8.9,1.4,3.51,Graduate,daytime
single,1,5,Nursing,Secondary education,132,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",120.3,yes,no,no,yes,female,yes,18,yes,0,7,7,7,13.75,0,0,8,9,8,14.47777778,0,12.4,0.5,1.79,Graduate,daytime
single,1,1,Veterinary Nursing,Secondary education,135,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Bachelor's Degree,Unskilled Workers," Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",134.3,yes,no,no,yes,female,no,19,yes,0,5,7,5,14.2,2,0,5,7,5,13.8,0,12.7,3.7,-1.7,Enrolled,daytime
single,1,4,Nursing,Secondary education,115,Portuguese,Higher Education - Degree,Higher Education - Degree,Specialists in Intellectual and Scientific Activities ,Specialists in Intellectual and Scientific Activities ,111.5,yes,no,yes,no,female,no,19,yes,0,7,10,4,11.96,0,0,7,7,0,0,0,13.9,-0.3,0.79,Dropout,daytime
single,53,1,Veterinary Nursing,Professional higher technical course,130,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,128.8,no,no,no,yes,female,no,21,yes,7,10,12,8,12.875,0,4,9,14,5,13.4,0,8.9,1.4,3.51,Dropout,daytime
single,1,4,Animation and Multimedia Design,Secondary education,133.1,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Armed Forces Professions,110,yes,no,no,yes,female,no,20,yes,0,0,0,0,0,0,0,0,0,0,0,0,16.2,0.3,-0.92,Graduate,daytime
married,39,1,Social Service (evening attendance),Secondary education,130,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Personal Services, Security and Safety Workers and Sellers",113.5,yes,no,no,yes,female,no,36,yes,0,6,0,0,0,0,0,6,0,0,0,0,9.4,-0.8,-3.12,Dropout,evening
divorced,39,1,Agronomy,Other - 11th year of schooling,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",160,no,no,no,yes,female,no,43,yes,13,18,19,18,14.63157895,0,10,13,14,13,14.23076923,1,15.5,2.8,-4.06,Graduate,daytime
single,18,1,Basic Education,Secondary education,123,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",117.4,yes,no,no,yes,female,no,19,yes,0,6,0,0,0,0,0,6,0,0,0,0,11.1,0.6,2.02,Dropout,daytime
single,51,1,Communication Design,Secondary education,130,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Specialists in Intellectual and Scientific Activities ,Installation and Machine Operators and Assembly Workers,122.2,no,no,yes,yes,female,no,20,yes,4,10,12,10,13,0,5,11,11,11,12.27272727,0,11.1,0.6,2.02,Graduate,daytime
single,1,2,Social Service,Secondary education,122,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",118.2,yes,no,no,yes,female,no,19,yes,0,6,0,0,0,0,0,6,0,0,0,0,16.2,0.3,-0.92,Dropout,daytime
single,1,1,Veterinary Nursing,Secondary education,113,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Administrative staff,106.7,yes,no,no,yes,female,no,20,yes,0,6,15,4,14.2,0,0,6,17,4,13.25,0,15.5,2.8,-4.06,Dropout,daytime
single,1,5,Nursing,Secondary education,111,Portuguese,Higher Education - Degree,Higher Education - Master's,Administrative staff,Intermediate Level Technicians and Professions,108.2,yes,no,no,yes,female,no,20,yes,2,7,9,6,13.26666667,0,0,7,10,5,12.3,0,12.4,0.5,1.79,Dropout,daytime
single,17,2,Basic Education,Secondary education,133.1,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Intermediate Level Technicians and Professions,107,yes,no,no,yes,female,no,20,yes,0,7,12,6,11.66666667,0,0,7,10,3,13,0,16.2,0.3,-0.92,Enrolled,daytime
single,1,1,Social Service,Secondary education,142,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Skilled Workers in Industry, Construction and Craftsmen",136.1,yes,no,no,yes,female,no,18,yes,0,6,8,6,13.85714286,0,0,6,6,6,15,0,13.9,-0.3,0.79,Graduate,daytime
single,17,2,Management,Secondary education,123,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",115.3,yes,no,no,yes,female,yes,18,yes,0,5,9,3,13,0,0,5,11,3,11,0,8.9,1.4,3.51,Enrolled,daytime
single,1,1,Veterinary Nursing,Secondary education,131,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,139.8,yes,no,no,yes,female,no,19,yes,0,5,6,5,13.4,0,0,5,5,5,12.8,0,10.8,1.4,1.74,Graduate,daytime
single,1,3,Journalism and Communication,Secondary education,158,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",157,yes,no,no,yes,female,no,18,yes,0,6,6,6,12.66666667,0,0,6,7,6,12.57142857,0,10.8,1.4,1.74,Graduate,daytime
single,17,2,Nursing,Secondary education,122,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,131,yes,no,no,yes,female,no,18,yes,0,7,7,6,12.51666667,1,0,7,7,6,12.51666667,1,7.6,2.6,0.32,Dropout,daytime
single,43,1,Nursing,Secondary education,130,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",100,no,no,no,yes,female,no,20,yes,0,7,11,6,11.61666667,0,0,7,7,7,13,0,13.9,-0.3,0.79,Enrolled,daytime
single,17,1,Social Service,Secondary education,154,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",140.4,yes,no,no,yes,female,yes,20,yes,0,6,13,2,10,0,0,6,12,4,10.75,0,7.6,2.6,0.32,Enrolled,daytime
single,17,1,Management,Secondary education,120,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,113.4,no,no,no,yes,female,no,20,yes,0,5,11,3,10.33333333,0,0,5,10,3,10.66666667,0,12.4,0.5,1.79,Enrolled,daytime
single,1,2,Veterinary Nursing,Secondary education,140,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",137,no,no,no,yes,female,no,18,yes,0,5,12,5,13.14285714,2,0,5,6,5,11.4,0,9.4,-0.8,-3.12,Graduate,daytime
single,1,1,Management,Secondary education,127,Portuguese,Higher Education - Bachelor's Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",121.8,no,no,no,yes,female,no,18,yes,0,5,5,5,12.6,0,0,5,5,5,14,0,11.1,0.6,2.02,Graduate,daytime
single,17,1,Tourism,Secondary education,133.1,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",131,yes,no,no,yes,female,no,21,yes,0,6,12,3,11,0,0,6,12,2,11,0,9.4,-0.8,-3.12,Dropout,daytime
single,1,2,Management,Secondary education,120,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",118.6,yes,no,no,yes,female,no,19,yes,0,5,8,5,10.8,0,0,5,9,4,11.25,2,16.2,0.3,-0.92,Graduate,daytime
single,1,1,Animation and Multimedia Design,Secondary education,137,Portuguese,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Specialists in Intellectual and Scientific Activities ,Unskilled Workers,122.3,no,no,no,yes,female,no,19,yes,0,0,0,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74,Dropout,daytime
single,1,1,Advertising and Marketing Management,Secondary education,131,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,127.9,no,no,no,yes,female,yes,19,yes,0,5,5,5,12.8,0,0,5,5,5,14.2,0,9.4,-0.8,-3.12,Graduate,daytime
single,1,1,Veterinary Nursing,Secondary education,130,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",121.3,yes,no,no,yes,female,no,19,yes,0,6,15,6,14.16666667,0,0,6,13,6,12.2,0,15.5,2.8,-4.06,Graduate,daytime
single,17,6,Oral Hygiene,Secondary education,122,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",117.1,yes,no,no,yes,female,no,19,yes,0,7,12,5,12.1,0,0,7,0,0,0,0,13.9,-0.3,0.79,Dropout,daytime
single,44,1,Veterinary Nursing,Technological specialization course,160,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,160,yes,no,no,yes,female,no,20,yes,1,6,7,6,14.16666667,0,1,6,17,5,13.77777778,0,12.4,0.5,1.79,Graduate,daytime
